models,delta,spacing,nds,c_1.0.4.0.0.1,c_1.0.4.0.1.1,c_1.0.4.0.2.1,c_1.0.4.0.3.1,c_1.0.4.0.4.1,c_1.0.4.0.5.1
1.0.4.0.0.1,0.4800000138294093,0.5165402004330526,6,0.0,0.1111111111111111,0.14285714285714285,0.0,0.18181818181818182,0.0
1.0.4.0.1.1,0.3749999830473182,7.879077276888753e-05,9,0.6666666666666666,0.0,0.42857142857142855,0.0,0.2727272727272727,0.25
1.0.4.0.2.1,0.5555555481504085,0.7558917267671995,7,0.8333333333333334,0.4444444444444444,0.0,0.0,0.5454545454545454,0.5
1.0.4.0.3.1,0.3199999967157544,0.00012101765319479922,6,1.0,0.7777777777777778,0.8571428571428571,0.0,0.6363636363636364,0.75
1.0.4.0.4.1,0.31999998391629897,0.00018357045462557534,11,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.0,0.0,0.25
1.0.4.0.5.1,0.9795918302258981,0.4628688668526504,8,1.0,0.5555555555555556,0.5714285714285714,0.16666666666666666,0.45454545454545453,0.0
