models,delta,spacing,nds,c_guided prim,c_kruskal,c_netkeys,c_prim,c_prufer,score
guided prim,0.39506150149504016,0.6322189984359715,10,0.0,1.0,0.8571428571428571,1.0,1.0,4
kruskal,1.269423940778817e-07,0.0003809587110378092,4,0.0,0.0,0.2857142857142857,0.3333333333333333,1.0,1
netkeys,0.2777777461858933,0.00019845034376219297,7,0.0,0.75,0.0,0.6666666666666666,1.0,3
prim,0.3199999315729995,0.4082832659992545,6,0.0,0.5,0.2857142857142857,0.0,1.0,2
prufer,0.639999971226025,0.00030654934868859014,6,0.0,0.0,0.0,0.0,0.0,0
