Instance,A-mean,A-std,B-mean,B-std,C-mean,C-std,D-mean,D-std,E-mean,E-std
NIn1,0.606,0.0e+00,0.512,0.0e+00,0.765,0.0e+00,0.602,0.0e+00,\textbf{1.19e-04},0.0e+00
NIn2,0.676,0.0e+00,0.652,0.0e+00,0.766,0.0e+00,1,0.0e+00,\textbf{0.274},0.0e+00
NIn3,0.97,0.0e+00,0.62,0.0e+00,0.765,0.0e+00,0.851,0.0e+00,\textbf{8.11e-05},0.0e+00
NIn4,0.86,0.0e+00,0.466,0.0e+00,0.55,0.0e+00,0.652,0.0e+00,\textbf{0.278},0.0e+00
NIn5,1.02,0.0e+00,0.524,0.0e+00,0.424,0.0e+00,0.403,0.0e+00,\textbf{0.112},0.0e+00
NIn6,0.927,0.0e+00,0.391,0.0e+00,0.461,0.0e+00,0.766,0.0e+00,\textbf{0.274},0.0e+00
