Instance,A-mean,A-std,B-mean,B-std,C-mean,C-std,D-mean,D-std,E-mean,E-std
NIn1,0.0178,0.0e+00,0.0229,0.0e+00,0.0161,0.0e+00,0.0322,0.0e+00,\textbf{0.0628},0.0e+00
NIn2,0.0297,0.0e+00,0.0349,0.0e+00,0.036,0.0e+00,0.0315,0.0e+00,\textbf{0.112},0.0e+00
NIn3,0.0112,0.0e+00,0.021,0.0e+00,0.0157,0.0e+00,0.0237,0.0e+00,\textbf{0.063},0.0e+00
NIn4,0.026,0.0e+00,0.041,0.0e+00,0.0467,0.0e+00,0.035,0.0e+00,\textbf{0.0606},0.0e+00
NIn5,0.0189,0.0e+00,0.0373,0.0e+00,0.0456,0.0e+00,0.0504,0.0e+00,\textbf{0.0789},0.0e+00
NIn6,8.93e-03,0.0e+00,\textbf{0.0307},0.0e+00,0.0204,0.0e+00,0.0162,0.0e+00,0.0296,0.0e+00
