Instance,A-mean,A-std,B-mean,B-std,C-mean,C-std,D-mean,D-std,E-mean,E-std
NIn1,0.01784093811128304,0.0,0.02287528141367244,0.0,0.0160774229169715,0.0,0.032168902599973015,0.0,0.0628393641575698,0.0
NIn2,0.02967920785114532,0.0,0.034891613977181164,0.0,0.03596756584012617,0.0,0.031458018604427776,0.0,0.1116852885974633,0.0
NIn3,0.011176818041078123,0.0,0.02102250818814684,0.0,0.015749776357608006,0.0,0.023662359071216842,0.0,0.06295752954604758,0.0
NIn4,0.02598474125305797,0.0,0.04097622803064331,0.0,0.04672820728322298,0.0,0.03496067863551017,0.0,0.060556579635149536,0.0
NIn5,0.018907255407480464,0.0,0.0373009768278231,0.0,0.04563096640500655,0.0,0.05041848422012507,0.0,0.07892355357186623,0.0
NIn6,0.008934667906404837,0.0,0.030673541769771464,0.0,0.020383723094089472,0.0,0.016185922287746773,0.0,0.029641409096715213,0.0
