Instance,A-mean,A-std,B-mean,B-std,C-mean,C-std,D-mean,D-std,E-mean,E-std
NIn1,0.669,0.0e+00,0.474,0.0e+00,0.632,0.0e+00,0.474,0.0e+00,\textbf{6.54e-06},0.0e+00
NIn2,0.719,0.0e+00,0.579,0.0e+00,0.719,0.0e+00,0.768,0.0e+00,\textbf{0.211},0.0e+00
NIn3,0.789,0.0e+00,0.526,0.0e+00,0.632,0.0e+00,0.579,0.0e+00,\textbf{5.89e-06},0.0e+00
NIn4,0.816,0.0e+00,0.632,0.0e+00,0.526,0.0e+00,0.579,0.0e+00,\textbf{0.263},0.0e+00
NIn5,0.816,0.0e+00,0.526,0.0e+00,0.618,0.0e+00,0.594,0.0e+00,\textbf{0.105},0.0e+00
NIn6,0.789,0.0e+00,0.464,0.0e+00,0.474,0.0e+00,0.719,0.0e+00,\textbf{0.211},0.0e+00
