Instance,A-mean,A-std,B-mean,B-std,C-mean,C-std,D-mean,D-std,E-mean,E-std
NIn1,8,0.0e+00,11,0.0e+00,8,0.0e+00,11,0.0e+00,\textbf{20},0.0e+00
NIn2,7,0.0e+00,9,0.0e+00,7,0.0e+00,6,0.0e+00,\textbf{16},0.0e+00
NIn3,5,0.0e+00,10,0.0e+00,8,0.0e+00,9,0.0e+00,\textbf{20},0.0e+00
NIn4,5,0.0e+00,9,0.0e+00,10,0.0e+00,9,0.0e+00,\textbf{15},0.0e+00
NIn5,5,0.0e+00,10,0.0e+00,9,0.0e+00,8,0.0e+00,\textbf{18},0.0e+00
NIn6,5,0.0e+00,12,0.0e+00,11,0.0e+00,7,0.0e+00,\textbf{16},0.0e+00
