models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7368421439027937,9.909108025832632e-05,6,0.02021295595939564,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.5789474810771551,8.887223568899927e-05,9,0.03393675124965016,1.0,0.0,0.4,0.4,0.0,0.0,2
C,0.7894737334302734,0.00025519930894021744,5,0.021595217637931426,1.0,0.3333333333333333,0.0,0.4,0.0,0.0,1
D,0.7894737427318949,0.0004421582008278336,5,0.02316841041944739,1.0,0.4444444444444444,0.4,0.0,0.0,0.0625,2
E,0.26316226545036653,0.0010367307876840808,15,0.10798477884807259,1.0,1.0,1.0,1.0,0.0,0.75,5
F,0.2105308304093328,0.0010076681762327187,16,0.11171297668198038,1.0,1.0,1.0,0.8,0.0,0.0,4
