models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.9044761350963123,0.006663060003348677,5,0.9124782692226213,4226.909688234329,0.0,0.09090909090909091,0.18181818181818182,0.14285714285714285,0.25,0.0,3
Prufer,0.9680769222144602,0.007981405898726654,11,0.5595719158943158,589.9718427658081,0.0,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.984439125163005,0.006793149341025837,11,0.755263093875236,1406.7558126449585,0.4,1.0,0.0,1.0,1.0,0.0,4
Prim,0.9808954986446894,0.005273362566167393,7,0.6034788969761283,287.4473502635956,0.0,0.6363636363636364,0.0,0.0,0.5,0.0,2
Kruskal,0.983749886207049,0.008288592580524489,8,0.6698820148462101,436.52512860298157,0.0,0.5454545454545454,0.0,0.14285714285714285,0.0,0.0,1
GPrim,0.9302878991619892,0.002224094249359011,24,0.8370386560875468,464.5426664352417,0.6,1.0,1.0,1.0,1.0,0.0,5
