models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9443103859548877,0.02137477139968763,5,0.06913191312056423,23.466719388961792,0.0,0.0,0.0,0.0,0.0,0
B,0.9019126191466176,0.011569804616945747,8,0.11520463565693334,23.65962815284729,1.0,0.0,0.375,1.0,0.0,3
C,0.8942799164122812,0.011349352961013465,8,0.12104184082342054,27.769792318344116,1.0,0.25,0.0,0.0,0.0,1
D,0.9421491222984565,0.011805228825174229,5,0.06647081305398672,33.88624310493469,1.0,0.0,0.375,0.0,0.0,2
E,0.7154852062698612,0.01426302571723506,22,0.3324654750805953,41.40925168991089,1.0,1.0,1.0,1.0,0.0,4
