Instance,1.6.2.0.4.0_0.05-mean,1.6.2.0.4.0_0.05-std,1.6.2.0.4.1_0.1-mean,1.6.2.0.4.1_0.1-std,1.6.2.0.4.2_0.15-mean,1.6.2.0.4.2_0.15-std,1.6.2.0.4.3_0.2-mean,1.6.2.0.4.3_0.2-std,1.6.2.0.4.4_0.3-mean,1.6.2.0.4.4_0.3-std,1.6.2.0.4.5_0.4-mean,1.6.2.0.4.5_0.4-std,1.6.2.0.4.6_0.5-mean,1.6.2.0.4.6_0.5-std
small_ga-dem1_r25_1_0,0.0622,0.012,\textbf{0.0831},0.015,0.0736,0.016,0.0681,0.014,0.0781,0.016,0.0814,0.016,0.0775,0.015
small_ga-dem4_r25_1_40,0.059,0.027,0.0732,0.031,0.0554,0.019,0.0541,0.015,0.0784,0.015,0.0771,0.021,\textbf{0.0831},0.019
small_no-dem2_r25_1_40,0.036,0.028,0.0418,0.023,0.0476,0.019,0.0554,0.017,0.0542,0.019,0.0584,0.023,\textbf{0.0635},0.024
small_no-dem3_r25_1_0,0.059,0.013,0.061,0.013,0.0586,0.011,0.0634,0.012,0.0621,0.015,0.0614,9.9e-03,\textbf{0.0676},0.017
small_uu-dem4_r25_1_0,0.0429,9.4e-03,0.0526,0.011,0.0514,0.014,0.0479,0.011,0.0569,0.014,0.0597,9.3e-03,\textbf{0.0613},0.02
