Instance,1.6.2.0.4.0_0.05-mean,1.6.2.0.4.0_0.05-std,1.6.2.0.4.1_0.1-mean,1.6.2.0.4.1_0.1-std,1.6.2.0.4.2_0.15-mean,1.6.2.0.4.2_0.15-std,1.6.2.0.4.3_0.2-mean,1.6.2.0.4.3_0.2-std,1.6.2.0.4.4_0.3-mean,1.6.2.0.4.4_0.3-std,1.6.2.0.4.5_0.4-mean,1.6.2.0.4.5_0.4-std,1.6.2.0.4.6_0.5-mean,1.6.2.0.4.6_0.5-std
small_ga-dem1_r25_1_0,11.8,2.08806130178211,13.7,1.7349351572897473,13.0,2.792848008753788,12.6,2.764054992217051,14.1,1.1357816691600546,13.7,1.0999999999999999,13.9,2.3853720883753127
small_ga-dem4_r25_1_40,4.8,1.32664991614216,5.7,1.6155494421403511,4.9,1.0440306508910548,4.8,1.077032961426901,6.0,1.7320508075688772,6.3,1.1,6.6,1.3564659966250536
small_no-dem2_r25_1_40,2.6,1.1135528725660044,3.1,1.374772708486752,3.4,1.1135528725660044,3.3,1.1874342087037917,3.8,1.32664991614216,4.0,1.2649110640673518,4.1,1.9209372712298547
small_no-dem3_r25_1_0,10.5,1.284523257866513,11.1,1.3,10.8,1.5362291495737217,10.8,1.9899748742132397,11.2,1.5362291495737217,11.5,1.2041594578792296,11.8,1.8330302779823362
small_uu-dem4_r25_1_0,8.5,1.5,9.7,1.676305461424021,9.3,1.676305461424021,8.8,1.32664991614216,10.2,1.661324772583615,9.6,1.2,10.7,2.2825424421026654
