Instance,1.6.2.0.4.0_0.05-mean,1.6.2.0.4.0_0.05-std,1.6.2.0.4.1_0.1-mean,1.6.2.0.4.1_0.1-std,1.6.2.0.4.2_0.15-mean,1.6.2.0.4.2_0.15-std,1.6.2.0.4.3_0.2-mean,1.6.2.0.4.3_0.2-std,1.6.2.0.4.4_0.3-mean,1.6.2.0.4.4_0.3-std,1.6.2.0.4.5_0.4-mean,1.6.2.0.4.5_0.4-std,1.6.2.0.4.6_0.5-mean,1.6.2.0.4.6_0.5-std
small_ga-dem1_r25_1_0,0.062235994797889715,0.012467735643173168,0.08312750272984118,0.015304507672257656,0.07356959924667351,0.015541314022043758,0.06806923889434939,0.014168176143321656,0.07805679934441277,0.016076070639169562,0.08144059885817391,0.016244295526171435,0.07749603878803582,0.015422957546831552
small_ga-dem4_r25_1_40,0.05898286631276413,0.027472133090395652,0.0732132555109761,0.030571214988467422,0.05540785061032392,0.018934194610642132,0.0540963701184989,0.015332962216907428,0.07838602296106305,0.015457836958031023,0.07706072306261347,0.02055301790635291,0.08306272624227162,0.01905025711031063
small_no-dem2_r25_1_40,0.036046691996160646,0.027827255904862746,0.04182669905625834,0.022687534398590087,0.04762197248332005,0.01905463216030732,0.055401119542876964,0.016614313964326558,0.05419425222880266,0.019478607845245185,0.0583967772374135,0.023024679783475995,0.0634620425548596,0.024285464889323333
small_no-dem3_r25_1_0,0.058953265652385775,0.012818872869352668,0.061044844778661976,0.013312482038060073,0.058593637678581376,0.01058678656521805,0.06337773537605132,0.012253786887600222,0.06207879384994749,0.015464210297842979,0.061416715205244235,0.009913652566328039,0.06763835189289187,0.016934374256825233
small_uu-dem4_r25_1_0,0.042897123110596444,0.009412403797637612,0.0525665516977333,0.011168059428666348,0.051424676929404764,0.014431320819021846,0.04790342864057068,0.010777046498564237,0.056926902605164295,0.013705322485303286,0.05965297669457381,0.009325603346541499,0.061311115352315225,0.019538250638626745
