Instance,1.6.2.0.4.0_0.05-mean,1.6.2.0.4.0_0.05-std,1.6.2.0.4.1_0.1-mean,1.6.2.0.4.1_0.1-std,1.6.2.0.4.2_0.15-mean,1.6.2.0.4.2_0.15-std,1.6.2.0.4.3_0.2-mean,1.6.2.0.4.3_0.2-std,1.6.2.0.4.4_0.3-mean,1.6.2.0.4.4_0.3-std,1.6.2.0.4.5_0.4-mean,1.6.2.0.4.5_0.4-std,1.6.2.0.4.6_0.5-mean,1.6.2.0.4.6_0.5-std
small_ga-dem1_r25_1_0,11.8,2.1,13.7,1.7,13,2.8,12.6,2.8,\textbf{14.1},1.1,13.7,1.1,13.9,2.4
small_ga-dem4_r25_1_40,4.8,1.3,5.7,1.6,4.9,1,4.8,1.1,6,1.7,6.3,1.1,\textbf{6.6},1.4
small_no-dem2_r25_1_40,2.6,1.1,3.1,1.4,3.4,1.1,3.3,1.2,3.8,1.3,4,1.3,\textbf{4.1},1.9
small_no-dem3_r25_1_0,10.5,1.3,11.1,1.3,10.8,1.5,10.8,2,11.2,1.5,11.5,1.2,\textbf{11.8},1.8
small_uu-dem4_r25_1_0,8.5,1.5,9.7,1.7,9.3,1.7,8.8,1.3,10.2,1.7,9.6,1.2,\textbf{10.7},2.3
