models,delta,spacing,nds,c_1.0.4.0.4.0,c_1.0.4.0.4.1,c_1.0.4.0.4.2,c_1.0.4.0.4.3,c_1.0.4.0.4.4,c_1.0.4.0.4.5,c_1.0.4.0.4.6,c_1.0.4.0.4.7,score
1.0.4.0.4.0,0.7499996796609611,0.8941082562396574,5,0.0,0.7142857142857143,1.0,1.0,0.0,0.6,0.16666666666666666,0.75,5
1.0.4.0.4.1,1.2813192321973568e-07,0.0003073864381114422,7,0.4,0.0,0.6666666666666666,0.3333333333333333,0.2,0.4,0.0,0.5,3
1.0.4.0.4.2,8.779798654767745e-08,0.00015158466779883656,3,0.0,0.42857142857142855,0.0,0.0,0.0,0.6,0.16666666666666666,0.5,0
1.0.4.0.4.3,1.9999999944157778,2.309587919491519,3,0.0,0.2857142857142857,0.6666666666666666,0.0,0.0,0.2,0.0,0.25,1
1.0.4.0.4.4,3.278975811982221e-07,0.0005592571459228997,5,0.8,0.8571428571428571,1.0,1.0,0.0,0.6,0.6666666666666666,0.75,7
1.0.4.0.4.5,0.7499999666165127,0.8942938812637816,5,0.4,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.4,0.0,0.16666666666666666,0.5,4
1.0.4.0.4.6,0.319999935035974,0.40816164360294654,6,0.8,1.0,0.6666666666666666,1.0,0.4,0.8,0.0,0.75,6
1.0.4.0.4.7,0.44444443342957457,0.00012237546948006925,4,0.4,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.4,0.4,0.16666666666666666,0.0,2
