models,delta,spacing,nds,c_1.0.4.0.0.1,c_1.0.4.0.1.1,c_1.0.4.0.2.1,c_1.0.4.0.3.1,c_1.0.4.0.4.1,c_1.0.4.0.5.1
1.0.4.0.0.1,inf,inf,1,0.0,1.0,1.0,1.0,1.0,1.0
1.0.4.0.1.1,5.324728185041039e-07,0.0007560711746353722,3,0.0,0.0,0.0,0.0,0.0,0.0
1.0.4.0.2.1,inf,inf,1,0.0,1.0,0.0,0.5,0.5,1.0
1.0.4.0.3.1,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0
1.0.4.0.4.1,0.0,0.0,2,0.0,1.0,0.0,0.5,0.0,1.0
1.0.4.0.5.1,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0
