models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.03956851573301789,0.7586027872996672,0.03474800165572697,7,0.25605624997126786,0.0,0.0,0.0,0.0,0.0,0
B,0.029327750768299927,0.6838401721999207,0.039795291609749976,12,0.3727235814430904,1.0,0.0,0.2727272727272727,0.3333333333333333,0.0,2
C,0.03789497098385913,0.7105423120441384,0.019538094079048673,11,0.27662132100018993,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,3
D,0.0408942645831661,0.7566125605378772,0.016510964409328904,9,0.25076280629513115,1.0,0.25,0.09090909090909091,0.0,0.0,1
E,0.016948755998493988,0.6422493847104856,0.11746383384398348,20,0.8059651973032386,1.0,0.5833333333333334,0.7272727272727273,0.7777777777777778,0.0,4
