models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.04654383396175101,0.8028907521475347,0.02309329187667638,7.8,0.6590334363993658,15.999716353416442,0.0,0.16322510822510822,0.07776667776667776,0.09166666666666667,0.0,0.1
NetKeys,0.04416319590277324,0.7666063962180292,0.0256615936149512,9.0,0.7205531115653385,21.053275203704835,0.5773809523809523,0.0,0.19826090576090574,0.18888888888888888,0.015000000000000003,1.5
Prim,0.043642164801835415,0.7416694160621831,0.01349753407251007,9.9,0.687423884923873,16.29357154369354,0.7970238095238096,0.5538744588744589,0.0,0.33568181818181814,0.03,2.4
Kruskal,0.04646103953737939,0.7702756977842944,0.012725101995484277,8.9,0.6795597022920628,18.41484215259552,0.8138888888888889,0.5678463203463204,0.31263320013320006,0.0,0.01,2.0
GPrim,0.000513852987681955,0.5997094287980448,0.09325094497322509,20.0,0.824846560506782,22.50937216281891,0.9708333333333332,0.9527777777777778,0.6016697191697191,0.6215656565656567,0.0,4.0
