models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.05394169821494817,0.84544747422792,0.0421724973573315,5,0.15387894845276123,0.0,0.0,0.0,0.0,0.0,0
B,0.032984935496515745,0.7343459909366882,0.0482955878841785,10,0.3536224909120775,1.0,0.0,0.36363636363636365,0.1,0.0,1
C,0.035751782649619875,0.70985761242618,0.02304092200779585,11,0.30123541594723907,1.0,0.5,0.0,0.3,0.0,2
D,0.04226234451655227,0.7428421596423258,0.0478169318906876,10,0.30682593622390375,1.0,0.6,0.36363636363636365,0.0,0.0,3
E,0.016952566234135727,0.6429099538590266,0.11778306190531547,20,0.8067456486485682,1.0,1.0,0.7272727272727273,0.9,0.0,4
