models,delta,spacing,onvg,hypervolume,c_1.6.1.0.0.1_0.5,c_1.6.1.0.1.1_0.6,c_1.6.1.0.2.1_0.7,c_1.6.1.0.3.1_0.8,c_1.6.1.0.4.1_0.9,c_1.6.1.0.5.1_1.0,score
1.6.1.0.0.1_0.5,0.9230769498548703,0.0003751202827809618,4,0.041576232104794345,0.0,1.0,0.25,0.6666666666666666,0.25,0.5,3
1.6.1.0.1.1_0.6,0.9487179601572073,0.00029291033668193847,3,0.03389851947515816,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0
1.6.1.0.2.1_0.7,0.9230769504918795,3.0913483316984416e-05,4,0.03165062907284082,0.5,1.0,0.0,0.6666666666666666,0.25,0.6666666666666666,4
1.6.1.0.3.1_0.8,0.9487179660338525,7.391498499353109e-05,3,0.018039607680495076,0.25,0.6666666666666666,0.25,0.0,0.0,0.5,2
1.6.1.0.4.1_0.9,0.9401709422289254,0.9999633484717128,4,0.06659034384678784,0.25,0.6666666666666666,0.25,0.3333333333333333,0.0,0.5,3
1.6.1.0.5.1_1.0,0.8871795235945484,0.4081674259153778,6,0.056994343191515806,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,1
