models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.03564213614419708,0.808116021313043,0.01812332523800717,8,0.6776369245511386,19.047597408294678,0.0,0.375,0.2,0.36363636363636365,0.375,0.0,2
NetKeys,0.03501561243696869,0.8076277066340666,0.022651638624469384,8,0.7687015419826992,26.558093070983887,0.375,0.0,0.4,0.45454545454545453,0.5,0.0,2
Prim,0.03321537271644685,0.7411098776693639,0.0008315740012451968,10,0.7253549338204537,16.978976249694824,0.75,0.625,0.0,0.6363636363636364,0.5,0.05,4
Kruskal,0.02876073587039496,0.7102632524121614,0.008347263230492761,11,0.7242908678320439,21.681405782699585,0.25,0.375,0.2,0.0,0.5,0.0,1
HMOEA,0.05745272760982515,0.8063252607241932,0.024221158414112397,8,0.8425709791901783,37.668248653411865,0.0,0.125,0.0,0.09090909090909091,0.0,0.0,0
GPrim,0.00011435994604986415,0.537691221784579,0.04946275779007593,20,0.8844225786365703,23.187723636627197,0.875,0.875,0.8,1.0,0.875,0.0,5
