models,delta,spacing,nds,c_guided prim,c_kruskal,c_netkeys,c_prim,c_prufer,score
guided prim,1.7041084232338743e-06,0.0012758105186537032,9,0.0,1.0,0.8571428571428571,1.0,1.0,4
kruskal,4.7092956344054115e-07,0.0006584528013675169,8,0.0,0.0,0.0,0.16666666666666666,0.5,1
netkeys,0.27777776693072825,0.37796464957887893,7,0.0,0.625,0.0,0.5,1.0,3
prim,0.31999987310032035,0.0005767447568066727,6,0.0,0.625,0.14285714285714285,0.0,1.0,2
prufer,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0
