models,delta,spacing,nds,c_1.0.5.0.4.0,c_1.0.5.0.4.1,c_1.0.5.0.4.2,c_1.0.5.0.4.3,c_1.0.5.0.4.4,c_1.0.5.0.4.5,c_1.0.5.0.4.6,c_1.0.5.0.4.7
1.0.5.0.4.0,4.54695475982092e-06,0.0021183375847615795,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.5.0.4.1,4.54695475982092e-06,0.0021183375847615795,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.5.0.4.2,4.54695475982092e-06,0.0021183375847615795,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.5.0.4.3,4.54695475982092e-06,0.0021183375847615795,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.5.0.4.4,4.54695475982092e-06,0.0021183375847615795,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.5.0.4.5,4.54695475982092e-06,0.0021183375847615795,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.5.0.4.6,4.54695475982092e-06,0.0021183375847615795,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.5.0.4.7,4.54695475982092e-06,0.0021183375847615795,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
