models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.03807946085993699,0.7649199756133813,0.027700791236673735,9,0.6936005356704844,17.513895750045776,0.0,0.0,0.0,0.1,0.0,0
NetKeys,0.041420787894665405,0.7409959637135544,0.018308005144349337,10,0.7430018623258642,22.47683024406433,0.6666666666666666,0.0,0.4444444444444444,0.5,0.05,2
Prim,0.04321778195406818,0.7631333923538585,0.01764674410444556,9,0.7408089160558816,17.269975662231445,0.8888888888888888,0.5,0.0,0.5,0.05,3
Kruskal,0.04230538562577653,0.7372367618239845,0.013849863770361147,10,0.6992629309757626,19.640859127044678,0.7777777777777778,0.4,0.1111111111111111,0.0,0.0,1
GPrim,0.000987305909128011,0.5947451924669834,0.09116842797599034,20,0.8245227803856581,23.90908169746399,1.0,0.9,0.5555555555555556,0.7,0.0,4
