models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7615773224943585,0.7684210626386172,0.40832601567498905,6,0.012228551477527133,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.41833002736315333,0.5157895063999446,8.86851356460826e-05,11,0.024474346285924216,0.8333333333333334,0.0,0.21428571428571427,0.06666666666666667,0.05,0.0,2
C,0.29580401767535386,0.315789524981466,2.7610602029246122e-06,14,0.025649348747161287,0.8333333333333334,0.18181818181818182,0.0,0.13333333333333333,0.0,0.0,1
D,0.27838822838946614,0.26315798213769737,0.00014762540373119916,15,0.0370987892470278,0.8333333333333334,0.45454545454545453,0.2857142857142857,0.0,0.15,0.0,3
E,6.692604800330871e-05,6.104947331634994e-06,0.00045792820408209755,20,0.06290791149327202,0.8333333333333334,0.5454545454545454,0.5,0.4666666666666667,0.0,0.0,4
F,6.628221071853094e-05,6.492451995378405e-06,0.0004584452281824447,20,0.06288976656368725,0.8333333333333334,0.6363636363636364,0.5,0.6,0.5,0.0,5
