models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9529298802447649,0.022521410276159066,6,0.08559325110865147,136.76550006866455,0.0,0.0,0.0,0.0,0.0,0
B,0.965594827681703,0.008732302161216364,5,0.047563149249443465,140.01151609420776,1.0,0.0,0.3333333333333333,0.0,0.0,1
C,0.9854214160045621,0.0375855906559148,6,0.0807546315274544,104.6273684501648,1.0,0.4,0.0,0.0,0.0,2
D,0.987044602248806,0.028799561691385676,4,0.0442553853750327,120.22604274749756,1.0,0.6,0.3333333333333333,0.0,0.0,3
E,1.089184079691156,0.10541757138283588,24,0.5636301516704244,180.33852219581604,1.0,1.0,1.0,1.0,0.0,4
